id,sid,tid,tid_end,entity_type,entity,text
1,1,1,2,PERSON,Anne Frank,"Anne Frank, Susan B. Anthony, Mother Teresa...."
1,1,4,6,PERSON,Susan B. Anthony,"Anne Frank, Susan B. Anthony, Mother Teresa...."
1,1,8,9,PERSON,Mother Teresa,"Anne Frank, Susan B. Anthony, Mother Teresa...."
1,1,1,2,PERSON,Harriet Tubman,Harriet Tubman. Do I have to explain why ?
1,1,1,2,PERSON,Juwita Bahar,Juwita Bahar
1,1,1,2,PERSON,Karla Homolka,Karla Homolka.
1,1,2,2,NORP,Kurdish,Female Kurdish soldiers fighting ISIS
1,1,1,2,PERSON,Rose West,Rose West
1,1,1,2,PERSON,Rizalina Ilagan,"Rizalina Ilagan, Lorena Barros, Liliosa Hilao

Only some of countless women who gave their lives to fight the Marcos dictatorship."
1,1,4,5,LOC,Lorena Barros,"Rizalina Ilagan, Lorena Barros, Liliosa Hilao

Only some of countless women who gave their lives to fight the Marcos dictatorship."
1,1,7,7,GPE,Liliosa,"Rizalina Ilagan, Lorena Barros, Liliosa Hilao

Only some of countless women who gave their lives to fight the Marcos dictatorship."
1,2,13,13,PERSON,Marcos,"Rizalina Ilagan, Lorena Barros, Liliosa Hilao

Only some of countless women who gave their lives to fight the Marcos dictatorship."
1,1,5,6,PERSON,Altaf Hussain,Have you heard of Altaf Hussain?
1,1,1,2,PERSON,Margaret Thatcher,Margaret Thatcher: created record unemployment rates and effectively condemned the working class to poverty; advocated for capital punishment and supported homophobic policies; coldly allowed Irish hunger strikers to starve to death on her watch.
1,1,28,28,NORP,Irish,Margaret Thatcher: created record unemployment rates and effectively condemned the working class to poverty; advocated for capital punishment and supported homophobic policies; coldly allowed Irish hunger strikers to starve to death on her watch.
1,1,1,2,PERSON,Mary Barbour,"Mary Barbour, who in 1916 led the Glasgow women in a rent strike against rip-off rent increases. She was arrested, released on bail, then proceeded to call the entire male population of Glasgow out on strike, bringing  all of the local war industries to a halt. The UK gov't caved"
1,1,6,6,DATE,1916,"Mary Barbour, who in 1916 led the Glasgow women in a rent strike against rip-off rent increases. She was arrested, released on bail, then proceeded to call the entire male population of Glasgow out on strike, bringing  all of the local war industries to a halt. The UK gov't caved"
1,1,9,9,ORG,Glasgow,"Mary Barbour, who in 1916 led the Glasgow women in a rent strike against rip-off rent increases. She was arrested, released on bail, then proceeded to call the entire male population of Glasgow out on strike, bringing  all of the local war industries to a halt. The UK gov't caved"
1,2,18,18,ORG,Glasgow,"Mary Barbour, who in 1916 led the Glasgow women in a rent strike against rip-off rent increases. She was arrested, released on bail, then proceeded to call the entire male population of Glasgow out on strike, bringing  all of the local war industries to a halt. The UK gov't caved"
1,2,24,24,ORG,NA,"Mary Barbour, who in 1916 led the Glasgow women in a rent strike against rip-off rent increases. She was arrested, released on bail, then proceeded to call the entire male population of Glasgow out on strike, bringing  all of the local war industries to a halt. The UK gov't caved"
1,3,2,2,GPE,UK,"Mary Barbour, who in 1916 led the Glasgow women in a rent strike against rip-off rent increases. She was arrested, released on bail, then proceeded to call the entire male population of Glasgow out on strike, bringing  all of the local war industries to a halt. The UK gov't caved"
1,1,1,2,PERSON,My Nanna,"My Nanna was part of the stolen generation, grew up in a mission where all types of abuse would happen and didn't meet her mother until she was an adult. She also single handedly raised 10 children while working hard to support them"
1,2,6,6,CARDINAL,10,"My Nanna was part of the stolen generation, grew up in a mission where all types of abuse would happen and didn't meet her mother until she was an adult. She also single handedly raised 10 children while working hard to support them"
1,1,1,2,PERSON,Michaela Strachan,Michaela Strachan
1,1,26,26,PERSON,Taylor,It's actually quite sad how stan twitter does their absolute best to try and tear down a successful and strong self made women like Taylor in order to gain some rts
1,1,1,2,PERSON,Daenerys Stormborn,"Daenerys Stormborn of the House Targaryen, First of Her Name, the Unburnt, Queen of the Andals and the First Men..."
1,1,4,6,ORG,the House Targaryen,"Daenerys Stormborn of the House Targaryen, First of Her Name, the Unburnt, Queen of the Andals and the First Men..."
1,1,18,20,DATE,her early 30s,"Not as badass as some other stories, but: My mom opened her own practice in her early 30s, employs 3 people, is an amazing boss, worked full time all this years while raising 2 kids and remodeling our house. Also she still can do a split without warming up."
1,1,23,23,CARDINAL,3,"Not as badass as some other stories, but: My mom opened her own practice in her early 30s, employs 3 people, is an amazing boss, worked full time all this years while raising 2 kids and remodeling our house. Also she still can do a split without warming up."
1,1,34,36,DATE,all this years,"Not as badass as some other stories, but: My mom opened her own practice in her early 30s, employs 3 people, is an amazing boss, worked full time all this years while raising 2 kids and remodeling our house. Also she still can do a split without warming up."
1,1,39,39,CARDINAL,2,"Not as badass as some other stories, but: My mom opened her own practice in her early 30s, employs 3 people, is an amazing boss, worked full time all this years while raising 2 kids and remodeling our house. Also she still can do a split without warming up."
1,1,1,2,PERSON,Susan Boyle,Susan Boyle.
1,1,14,15,PERSON,Taylor Swift,"Top story: Nutella on Twitter: ""Name a bitch badder than Taylor Swift <f0><U+009F><U+0098><U+008D><f0><U+009F><U+0098><U+009B><f0><U+009F><U+0098><U+00A4> ht…"
1,1,9,10,DATE,35 years,"My gma worked in an assembly line for 35 years, raised 2 kids on her own, became a citizen, beat cancer and volunteers every damn day."
1,1,13,13,CARDINAL,2,"My gma worked in an assembly line for 35 years, raised 2 kids on her own, became a citizen, beat cancer and volunteers every damn day."
1,1,1,2,PERSON,Rosa Parks,Rosa Parks. Harriet Tubman. Suffragists. Elaine Stritch.
1,2,1,2,PERSON,Harriet Tubman,Rosa Parks. Harriet Tubman. Suffragists. Elaine Stritch.
1,3,1,1,NORP,Suffragists,Rosa Parks. Harriet Tubman. Suffragists. Elaine Stritch.
1,4,1,2,PERSON,Elaine Stritch,Rosa Parks. Harriet Tubman. Suffragists. Elaine Stritch.
1,1,2,2,PERSON,Mum,my Mum did her MBA and started her own business while raising little shit me. if men intimidate her in meetings she mirrors their ridiculous body language until they back down. I’ve seen it and it’s *fierce*
1,1,5,5,WORK_OF_ART,MBA,my Mum did her MBA and started her own business while raising little shit me. if men intimidate her in meetings she mirrors their ridiculous body language until they back down. I’ve seen it and it’s *fierce*
1,1,14,14,GPE,Indig,"My ista, my tota, any of my aunties, literally any Indig woman I know."
1,1,1,2,PERSON,Rosa Parks,Rosa Parks
1,1,1,2,PERSON,Concetta Sorbara,"Concetta Sorbara, my grandmother. Immigrated to Canada from Italy, age 12. Left a widow with 8 young children &amp; few means, she persisted against the odds. A proud Canadian despite having to register weekly as an “enemy alien” during WWII. Died at 84."
1,2,3,3,GPE,Canada,"Concetta Sorbara, my grandmother. Immigrated to Canada from Italy, age 12. Left a widow with 8 young children &amp; few means, she persisted against the odds. A proud Canadian despite having to register weekly as an “enemy alien” during WWII. Died at 84."
1,2,5,5,GPE,Italy,"Concetta Sorbara, my grandmother. Immigrated to Canada from Italy, age 12. Left a widow with 8 young children &amp; few means, she persisted against the odds. A proud Canadian despite having to register weekly as an “enemy alien” during WWII. Died at 84."
1,2,7,8,DATE,age 12,"Concetta Sorbara, my grandmother. Immigrated to Canada from Italy, age 12. Left a widow with 8 young children &amp; few means, she persisted against the odds. A proud Canadian despite having to register weekly as an “enemy alien” during WWII. Died at 84."
1,3,5,5,CARDINAL,8,"Concetta Sorbara, my grandmother. Immigrated to Canada from Italy, age 12. Left a widow with 8 young children &amp; few means, she persisted against the odds. A proud Canadian despite having to register weekly as an “enemy alien” during WWII. Died at 84."
1,4,3,3,NORP,Canadian,"Concetta Sorbara, my grandmother. Immigrated to Canada from Italy, age 12. Left a widow with 8 young children &amp; few means, she persisted against the odds. A proud Canadian despite having to register weekly as an “enemy alien” during WWII. Died at 84."
1,4,8,8,DATE,weekly,"Concetta Sorbara, my grandmother. Immigrated to Canada from Italy, age 12. Left a widow with 8 young children &amp; few means, she persisted against the odds. A proud Canadian despite having to register weekly as an “enemy alien” during WWII. Died at 84."
1,4,16,16,EVENT,WWII,"Concetta Sorbara, my grandmother. Immigrated to Canada from Italy, age 12. Left a widow with 8 young children &amp; few means, she persisted against the odds. A proud Canadian despite having to register weekly as an “enemy alien” during WWII. Died at 84."
1,5,3,3,CARDINAL,84,"Concetta Sorbara, my grandmother. Immigrated to Canada from Italy, age 12. Left a widow with 8 young children &amp; few means, she persisted against the odds. A proud Canadian despite having to register weekly as an “enemy alien” during WWII. Died at 84."
1,1,1,2,PERSON,Jennifer Dunn,"Jennifer Dunn.
Enough said."
1,1,6,6,PERSON,Hillary,"Beyoncé (obviously), Hillary, my own mother, all my girl cousins, most of my female students, the lady at Popeyes who always puts a couple extra strips in the box, oh and EVERY WOMAN WHO HAS SPOKEN OUT AGAINST TRUMP"
1,1,26,26,PERSON,Popeyes,"Beyoncé (obviously), Hillary, my own mother, all my girl cousins, most of my female students, the lady at Popeyes who always puts a couple extra strips in the box, oh and EVERY WOMAN WHO HAS SPOKEN OUT AGAINST TRUMP"
1,2,7,7,PERSON,SPOKEN,"Beyoncé (obviously), Hillary, my own mother, all my girl cousins, most of my female students, the lady at Popeyes who always puts a couple extra strips in the box, oh and EVERY WOMAN WHO HAS SPOKEN OUT AGAINST TRUMP"
1,1,4,4,ORG,Paul,Smoking woman from Paul's.
1,1,1,2,PERSON,Cindy Lou,Cindy Lou Who
1,1,16,16,GPE,b*tches,Read thread to learn about some pretty amazing women now and in history aka “b*tches badder than Taylor Swift.”
1,1,19,20,PERSON,Taylor Swift,Read thread to learn about some pretty amazing women now and in history aka “b*tches badder than Taylor Swift.”
1,1,16,16,GPE,b*tches,Read thread to learn about some pretty amazing women now and in history aka “b*tches badder than Taylor Swift.”
1,1,19,20,PERSON,Taylor Swift,Read thread to learn about some pretty amazing women now and in history aka “b*tches badder than Taylor Swift.”
1,1,1,1,ORG,Boudica,"Boudica watched her two daughters get raped by Romans, she then decided to unite her Iceni tribe with several tribes in Britannia..."
1,1,4,4,CARDINAL,two,"Boudica watched her two daughters get raped by Romans, she then decided to unite her Iceni tribe with several tribes in Britannia..."
1,1,9,9,NORP,Romans,"Boudica watched her two daughters get raped by Romans, she then decided to unite her Iceni tribe with several tribes in Britannia..."
1,1,17,17,NORP,Iceni,"Boudica watched her two daughters get raped by Romans, she then decided to unite her Iceni tribe with several tribes in Britannia..."
1,1,23,23,GPE,Britannia,"Boudica watched her two daughters get raped by Romans, she then decided to unite her Iceni tribe with several tribes in Britannia..."
1,1,1,2,PERSON,Yore Ma,Yore Ma
1,4,5,8,DATE,less than six months,A single mother lived in harmony with her daughter. Life was good. A small bump on the little girls face was diagnosed as cancer. It took her in less than six months. She was just 4 years-old. Somehow this woman is still fighting to exist another day w/o her baby. Pic in comments
1,5,3,7,DATE,just 4 years-old,A single mother lived in harmony with her daughter. Life was good. A small bump on the little girls face was diagnosed as cancer. It took her in less than six months. She was just 4 years-old. Somehow this woman is still fighting to exist another day w/o her baby. Pic in comments
1,6,9,10,DATE,another day,A single mother lived in harmony with her daughter. Life was good. A small bump on the little girls face was diagnosed as cancer. It took her in less than six months. She was just 4 years-old. Somehow this woman is still fighting to exist another day w/o her baby. Pic in comments
1,1,1,2,PERSON,Harry Styles,Harry Styles
1,1,1,2,PERSON,Lyudmila Pavlichenko,Lyudmila Pavlichenko the Soviet sniper who killed 309 fascists defending Odessa and Sevastopol between 1941 and 1942.
1,1,4,4,NORP,Soviet,Lyudmila Pavlichenko the Soviet sniper who killed 309 fascists defending Odessa and Sevastopol between 1941 and 1942.
1,1,8,8,CARDINAL,309,Lyudmila Pavlichenko the Soviet sniper who killed 309 fascists defending Odessa and Sevastopol between 1941 and 1942.
1,1,11,11,PERSON,Odessa,Lyudmila Pavlichenko the Soviet sniper who killed 309 fascists defending Odessa and Sevastopol between 1941 and 1942.
1,1,13,13,GPE,Sevastopol,Lyudmila Pavlichenko the Soviet sniper who killed 309 fascists defending Odessa and Sevastopol between 1941 and 1942.
1,1,14,17,DATE,between 1941 and 1942,Lyudmila Pavlichenko the Soviet sniper who killed 309 fascists defending Odessa and Sevastopol between 1941 and 1942.
1,2,10,11,DATE,next week,"Me.I have tests,presentations and reports that due next week i still decided to sleep and living my life on the weekend.My GCPA AND GPA is crying for help and oh my finals is next month <f0><U+009F><U+0099><U+0088>"
1,2,22,23,DATE,the weekend,"Me.I have tests,presentations and reports that due next week i still decided to sleep and living my life on the weekend.My GCPA AND GPA is crying for help and oh my finals is next month <f0><U+009F><U+0099><U+0088>"
1,3,2,2,ORG,GCPA,"Me.I have tests,presentations and reports that due next week i still decided to sleep and living my life on the weekend.My GCPA AND GPA is crying for help and oh my finals is next month <f0><U+009F><U+0099><U+0088>"
1,3,4,4,ORG,GPA,"Me.I have tests,presentations and reports that due next week i still decided to sleep and living my life on the weekend.My GCPA AND GPA is crying for help and oh my finals is next month <f0><U+009F><U+0099><U+0088>"
1,3,14,15,DATE,next month,"Me.I have tests,presentations and reports that due next week i still decided to sleep and living my life on the weekend.My GCPA AND GPA is crying for help and oh my finals is next month <f0><U+009F><U+0099><U+0088>"
1,1,1,1,GPE,Christina,"Christina, Queen of Sweden. One of the few women buried in the Vatican grotto. Rejected the sexual role of a woman at the time. + more"
1,1,5,5,GPE,Sweden,"Christina, Queen of Sweden. One of the few women buried in the Vatican grotto. Rejected the sexual role of a woman at the time. + more"
1,2,1,1,CARDINAL,One,"Christina, Queen of Sweden. One of the few women buried in the Vatican grotto. Rejected the sexual role of a woman at the time. + more"
1,2,9,9,FAC,Vatican,"Christina, Queen of Sweden. One of the few women buried in the Vatican grotto. Rejected the sexual role of a woman at the time. + more"
1,1,5,7,DATE,1810-1860,"Ndaté Yalla Mbodj (1810-1860) was the last great lingeer, or queen, of the Waalo, a kingdom located in what is now North-West Senegal. She was a great Queen at the head of an immense army that fought against French colonization and the invasion of the Moors."
1,1,20,20,GPE,Waalo,"Ndaté Yalla Mbodj (1810-1860) was the last great lingeer, or queen, of the Waalo, a kingdom located in what is now North-West Senegal. She was a great Queen at the head of an immense army that fought against French colonization and the invasion of the Moors."
1,2,16,16,NORP,French,"Ndaté Yalla Mbodj (1810-1860) was the last great lingeer, or queen, of the Waalo, a kingdom located in what is now North-West Senegal. She was a great Queen at the head of an immense army that fought against French colonization and the invasion of the Moors."
1,2,23,23,ORG,Moors,"Ndaté Yalla Mbodj (1810-1860) was the last great lingeer, or queen, of the Waalo, a kingdom located in what is now North-West Senegal. She was a great Queen at the head of an immense army that fought against French colonization and the invasion of the Moors."
1,2,6,6,PERSON,Taylor,"Kkkk u serious? há tantas, pra já Taylor swift nem é bad bitch, it's a basic one"
1,3,6,6,CARDINAL,one,"Kkkk u serious? há tantas, pra já Taylor swift nem é bad bitch, it's a basic one"
1,1,1,1,GPE,Giggy,Giggy money
1,1,1,1,PERSON,Dora,Dora
1,1,1,1,PERSON,Sophia,"Sophia, que mesmo eu bebendo 1L de cachaça por semana antes de saber que estava grávida ela nasceu saudável"
1,1,1,2,PERSON,Mary Poppins,"Mary Poppins, even in her fictional state."
1,1,1,2,PERSON,Lyudmila Pavlichenko,"Lyudmila Pavlichenko, or Lady Death, killed 309 invading Nazi soldiers, the most successful female sniper in history, Stalin himself personally awarded her Hero of the Soviet Union, the nations highest military honour."
1,1,5,6,PERSON,Lady Death,"Lyudmila Pavlichenko, or Lady Death, killed 309 invading Nazi soldiers, the most successful female sniper in history, Stalin himself personally awarded her Hero of the Soviet Union, the nations highest military honour."
1,1,9,9,CARDINAL,309,"Lyudmila Pavlichenko, or Lady Death, killed 309 invading Nazi soldiers, the most successful female sniper in history, Stalin himself personally awarded her Hero of the Soviet Union, the nations highest military honour."
1,1,11,11,NORP,Nazi,"Lyudmila Pavlichenko, or Lady Death, killed 309 invading Nazi soldiers, the most successful female sniper in history, Stalin himself personally awarded her Hero of the Soviet Union, the nations highest military honour."
1,1,22,22,PERSON,Stalin,"Lyudmila Pavlichenko, or Lady Death, killed 309 invading Nazi soldiers, the most successful female sniper in history, Stalin himself personally awarded her Hero of the Soviet Union, the nations highest military honour."
1,1,27,27,GPE,Hero,"Lyudmila Pavlichenko, or Lady Death, killed 309 invading Nazi soldiers, the most successful female sniper in history, Stalin himself personally awarded her Hero of the Soviet Union, the nations highest military honour."
1,1,29,31,GPE,the Soviet Union,"Lyudmila Pavlichenko, or Lady Death, killed 309 invading Nazi soldiers, the most successful female sniper in history, Stalin himself personally awarded her Hero of the Soviet Union, the nations highest military honour."
1,1,1,2,PERSON,Lizzie Borden,Lizzie Borden....<f0><U+009F><U+0098><U+0089>
1,1,4,4,FAC,<f0><U+009F><U+0098><U+0089,Lizzie Borden....<f0><U+009F><U+0098><U+0089>
1,1,1,2,PERSON,Peppa Pig,Peppa Pig
1,1,5,5,PRODUCT,Peel,That woman from the Peel the avocado video.
1,1,1,2,PERSON,Fanny Burney,"Fanny Burney was diagnosed with breast cancer in 1810, and had a mastectomy in 1812- without an anaesthetic! When her Doctor asked his colleagues who would hold the breast whilst he removed it, she sat up and said she would."
1,1,9,9,DATE,1810,"Fanny Burney was diagnosed with breast cancer in 1810, and had a mastectomy in 1812- without an anaesthetic! When her Doctor asked his colleagues who would hold the breast whilst he removed it, she sat up and said she would."
1,1,16,16,DATE,1812-,"Fanny Burney was diagnosed with breast cancer in 1810, and had a mastectomy in 1812- without an anaesthetic! When her Doctor asked his colleagues who would hold the breast whilst he removed it, she sat up and said she would."
1,1,1,2,PERSON,Margaret Thatcher,Margaret Thatcher
1,1,2,2,DATE,winters,lana winters
1,1,1,1,GPE,Caterina,"Caterina Sforza: in 1484 she rode on horseback breaking a siege around the Vatican... whilst seven months pregnant.
In 1498 she lead an arrmy that saved Venice.
She was also interested in alchemy, hunting, and dance (and was a better dancer than Swift)."
1,1,5,5,DATE,1484,"Caterina Sforza: in 1484 she rode on horseback breaking a siege around the Vatican... whilst seven months pregnant.
In 1498 she lead an arrmy that saved Venice.
She was also interested in alchemy, hunting, and dance (and was a better dancer than Swift)."
1,1,15,15,GPE,Vatican,"Caterina Sforza: in 1484 she rode on horseback breaking a siege around the Vatican... whilst seven months pregnant.
In 1498 she lead an arrmy that saved Venice.
She was also interested in alchemy, hunting, and dance (and was a better dancer than Swift)."
1,1,18,19,DATE,seven months,"Caterina Sforza: in 1484 she rode on horseback breaking a siege around the Vatican... whilst seven months pregnant.
In 1498 she lead an arrmy that saved Venice.
She was also interested in alchemy, hunting, and dance (and was a better dancer than Swift)."
1,2,2,2,DATE,1498,"Caterina Sforza: in 1484 she rode on horseback breaking a siege around the Vatican... whilst seven months pregnant.
In 1498 she lead an arrmy that saved Venice.
She was also interested in alchemy, hunting, and dance (and was a better dancer than Swift)."
1,2,9,9,GPE,Venice,"Caterina Sforza: in 1484 she rode on horseback breaking a siege around the Vatican... whilst seven months pregnant.
In 1498 she lead an arrmy that saved Venice.
She was also interested in alchemy, hunting, and dance (and was a better dancer than Swift)."
1,1,1,2,PERSON,Odete Roitman,Odete Roitman
1,1,1,2,PERSON,Gemma Collins,Gemma Collins
1,1,1,2,PERSON,Aunty Gormint,Aunty Gormint
1,1,9,9,GPE,Rohan,Eowyn rode to war alongside the people of Rohan and killed the Witch King of Angmar.
1,1,16,16,GPE,Angmar,Eowyn rode to war alongside the people of Rohan and killed the Witch King of Angmar.
1,1,12,12,DATE,11,"My mum(now87) lost her twin brother in the blitz aged 11. Survived 2 abusive marriages. Gave birth to and protected 5 children. Reached the top in her chosen career. Came out as gay in the 80's(when it wasn't at all ""cool"") and now lives with Alzheimer's."
1,2,2,2,CARDINAL,2,"My mum(now87) lost her twin brother in the blitz aged 11. Survived 2 abusive marriages. Gave birth to and protected 5 children. Reached the top in her chosen career. Came out as gay in the 80's(when it wasn't at all ""cool"") and now lives with Alzheimer's."
1,3,6,6,CARDINAL,5,"My mum(now87) lost her twin brother in the blitz aged 11. Survived 2 abusive marriages. Gave birth to and protected 5 children. Reached the top in her chosen career. Came out as gay in the 80's(when it wasn't at all ""cool"") and now lives with Alzheimer's."
1,5,7,7,NORP,80's(when,"My mum(now87) lost her twin brother in the blitz aged 11. Survived 2 abusive marriages. Gave birth to and protected 5 children. Reached the top in her chosen career. Came out as gay in the 80's(when it wasn't at all ""cool"") and now lives with Alzheimer's."
1,1,2,2,ORDINAL,second,My second grade teacher Mrs. Wingo
1,1,6,6,PERSON,Wingo,My second grade teacher Mrs. Wingo
1,1,1,2,ORG,Florence Nightingale,"Florence Nightingale created modern nursing, working tirelessly to improve health standards, publishing over 200 books &amp;reports, which are still widely read and respected today, including her most famous work Notes on Nursing: What It Is and What It Is Not"
1,1,28,28,DATE,today,"Florence Nightingale created modern nursing, working tirelessly to improve health standards, publishing over 200 books &amp;reports, which are still widely read and respected today, including her most famous work Notes on Nursing: What It Is and What It Is Not"
1,1,35,38,WORK_OF_ART,�Notes on Nursing,"Florence Nightingale created modern nursing, working tirelessly to improve health standards, publishing over 200 books &amp;reports, which are still widely read and respected today, including her most famous work Notes on Nursing: What It Is and What It Is Not"
1,1,17,20,ORG,the Red Ruhr Army,"My great-grandmother, daughter of a coal miner and a washerwoman, stood with the Red Ruhr Army defeating the Kapp Putsch in 1920. She met my great-grandfather there."
1,1,22,24,ORG,the Kapp Putsch,"My great-grandmother, daughter of a coal miner and a washerwoman, stood with the Red Ruhr Army defeating the Kapp Putsch in 1920. She met my great-grandfather there."
1,1,26,26,DATE,1920,"My great-grandmother, daughter of a coal miner and a washerwoman, stood with the Red Ruhr Army defeating the Kapp Putsch in 1920. She met my great-grandfather there."
1,1,1,2,FAC,Caterina Sforza,Caterina Sforza.
1,1,4,4,CARDINAL,9,minha irmã de 9 anos
1,2,8,8,MONEY,ILookLikeASurgeon,The awesome female docs I'm lucky enough to know! Eg @drruthmitchell rocking scrubs saving lives #ILookLikeASurgeon
1,1,1,1,PERSON,Ako,"Ako. Katong naa ko sa jeep, naa may munaog nga babay. Niingon sha'g ''excuse me'' nako. Nitubag rasad kog ""you're excused"" nya wa ko niisbog para mu-give way nya."
1,2,1,1,PERSON,Katong,"Ako. Katong naa ko sa jeep, naa may munaog nga babay. Niingon sha'g ''excuse me'' nako. Nitubag rasad kog ""you're excused"" nya wa ko niisbog para mu-give way nya."
1,1,1,2,PERSON,Wangari Maathai,Wangari Maathai.... She was an environment conservationist..... Ooh and won the NOBEL Prize back in 2004
1,3,1,1,ORG,Ooh,Wangari Maathai.... She was an environment conservationist..... Ooh and won the NOBEL Prize back in 2004
1,3,4,6,WORK_OF_ART,the NOBEL Prize,Wangari Maathai.... She was an environment conservationist..... Ooh and won the NOBEL Prize back in 2004
1,3,9,9,DATE,2004,Wangari Maathai.... She was an environment conservationist..... Ooh and won the NOBEL Prize back in 2004
1,1,1,2,PERSON,Rose West,Rose West
1,1,1,2,PERSON,Rose West,Rose West
1,1,1,2,PERSON,Rose West,Rose West probably.
1,1,2,2,NORP,African,All African mothers
1,1,1,3,PERSON,Helga G. Pataki,Helga G. Pataki
1,1,17,17,CARDINAL,hundreds,"@kimrhodes4real who not only fought hard against demons, but then laid them bare to help hundreds of others deal with their own shit. Who gives parts of herself to inspire so many other people."
1,1,2,2,PERSON,Grandmother,My Grandmother. Joined the Navy to finish school in the 30's after her family stopped paying. Worked in DC on a secret project to break codes during WWII. Married to a CIA agent (she recruited him!) and raised two boys alone when he died in the 60's.
1,2,3,3,ORG,Navy,My Grandmother. Joined the Navy to finish school in the 30's after her family stopped paying. Worked in DC on a secret project to break codes during WWII. Married to a CIA agent (she recruited him!) and raised two boys alone when he died in the 60's.
1,3,3,3,GPE,DC,My Grandmother. Joined the Navy to finish school in the 30's after her family stopped paying. Worked in DC on a secret project to break codes during WWII. Married to a CIA agent (she recruited him!) and raised two boys alone when he died in the 60's.
1,3,12,12,EVENT,WWII,My Grandmother. Joined the Navy to finish school in the 30's after her family stopped paying. Worked in DC on a secret project to break codes during WWII. Married to a CIA agent (she recruited him!) and raised two boys alone when he died in the 60's.
1,4,4,4,ORG,CIA,My Grandmother. Joined the Navy to finish school in the 30's after her family stopped paying. Worked in DC on a secret project to break codes during WWII. Married to a CIA agent (she recruited him!) and raised two boys alone when he died in the 60's.
1,4,14,14,CARDINAL,two,My Grandmother. Joined the Navy to finish school in the 30's after her family stopped paying. Worked in DC on a secret project to break codes during WWII. Married to a CIA agent (she recruited him!) and raised two boys alone when he died in the 60's.
1,4,22,22,QUANTITY,60,My Grandmother. Joined the Navy to finish school in the 30's after her family stopped paying. Worked in DC on a secret project to break codes during WWII. Married to a CIA agent (she recruited him!) and raised two boys alone when he died in the 60's.
1,1,1,1,ORG,IBO,IBO
1,1,8,8,CARDINAL,20,"Literally any woman that hasn’t dated 20+ dudes, then gone on and written songs complaining about each breakup. Also, Beyoncé had the better video"
1,1,1,2,PERSON,Lyudmila Pavlichenko,"Lyudmila Pavlichenko:
25 year old Russian sniper.
killed 309 Nazis in WW2."
1,1,4,6,DATE,25 year old,"Lyudmila Pavlichenko:
25 year old Russian sniper.
killed 309 Nazis in WW2."
1,1,7,7,NORP,Russian,"Lyudmila Pavlichenko:
25 year old Russian sniper.
killed 309 Nazis in WW2."
1,2,2,2,CARDINAL,309,"Lyudmila Pavlichenko:
25 year old Russian sniper.
killed 309 Nazis in WW2."
1,2,3,3,NORP,Nazis,"Lyudmila Pavlichenko:
25 year old Russian sniper.
killed 309 Nazis in WW2."
1,2,5,5,ORG,WW2,"Lyudmila Pavlichenko:
25 year old Russian sniper.
killed 309 Nazis in WW2."
1,1,28,28,CARDINAL,1800,Oh santo cielo questo è un tweet banale di un fan la smettete di prenderlo /così tanto/ sul serio e citarlo parlando della vostra prozia che nel 1800 scappava dalle bombe con una ferita ai polmoni e ha inventato la cura per l'hiv
1,1,3,3,ORG,Accounts,Helen from Accounts.
1,1,1,1,GPE,Cualquiera,Cualquiera
1,1,1,2,PERSON,Pope Joan,Pope Joan.
1,1,1,1,ORG,Teresa,Teresa.
1,1,1,2,PERSON,Honey G,Honey G
1,1,1,2,PERSON,Joan Ferguson,Joan Ferguson...Prisoner Cell Block H
1,2,1,4,ORG,Prisoner Cell Block H,Joan Ferguson...Prisoner Cell Block H
1,1,1,2,PERSON,Muriel P�nicaud,Muriel Pénicaud.
1,1,1,1,ORG,Mamake,"Mamake? Because everytime I invite her to watch movie in cinema, she refused and said ""Mending duitnya buat beli beras."""
1,1,1,2,PERSON,Myra Hindley,"Myra Hindley, Tonya Harding, Kathy Bates in Misery."
1,1,4,5,PERSON,Tonya Harding,"Myra Hindley, Tonya Harding, Kathy Bates in Misery."
1,1,7,8,PERSON,Kathy Bates,"Myra Hindley, Tonya Harding, Kathy Bates in Misery."
1,1,2,3,PERSON,Alien Queen,The Alien Queen
1,1,9,9,ORG,gays.<f0><U+009F><U+0098><U+0082,This people at her back be looking like gays.<f0><U+009F><U+0098><U+0082>
1,1,1,3,PERSON,Jeanne de Clisson,Jeanne de Clisson of Brittany sold all her possessions after her husband was executed to buy 3 warships. This Black Fleet with blood red sails waged war on the French King for 13 years.
1,1,17,17,CARDINAL,3,Jeanne de Clisson of Brittany sold all her possessions after her husband was executed to buy 3 warships. This Black Fleet with blood red sails waged war on the French King for 13 years.
1,2,1,3,ORG,This Black Fleet,Jeanne de Clisson of Brittany sold all her possessions after her husband was executed to buy 3 warships. This Black Fleet with blood red sails waged war on the French King for 13 years.
1,2,12,12,NORP,French,Jeanne de Clisson of Brittany sold all her possessions after her husband was executed to buy 3 warships. This Black Fleet with blood red sails waged war on the French King for 13 years.
1,2,15,16,DATE,13 years,Jeanne de Clisson of Brittany sold all her possessions after her husband was executed to buy 3 warships. This Black Fleet with blood red sails waged war on the French King for 13 years.
1,1,1,2,PERSON,Myra Hindley,Myra Hindley
1,1,8,8,GPE,Bangkok,The women who keep the streets of Bangkok clean
1,1,1,1,PERSON,Lassie,Lassie.
1,1,1,1,PERSON,Ali,Ali's ex
